year,pacfa_id,business_type,facility_name,address,city,state,zip_code,county,latitude,longitude
2017,,Pet Animal Small Shelter,Soul Dog Rescue,4725 S Kalamath St,Englewood,Co,80110,Arapahoe County,39.6467,-105.007278
2019,,Pet Animal Small Shelter,Soul Dog Rescue,4725 S Kalamath St,Englewood,Co,80110,Arapahoe County,39.6467,-105.007278
2020,,Pet Animal Small Shelter,Soul Dog Rescue,4725 S Kalamath St,Englewood,Co,80110,Arapahoe County,39.6467,-105.007278
2021,,Pet Animal Small Shelter,Soul Dog Rescue,4725 S Kalamath St,Englewood,Co,80110,Arapahoe County,39.6467,-105.007278
2022,,Pet Animal Small Shelter,Soul Dog Rescue,4725 S Kalamath St,Englewood,Co,80110,Arapahoe County,39.6467,-105.007278
2023,,Pet Animal Small Shelter,Soul Dog Rescue,4725 S Kalamath St,Englewood,Co,80110,Arapahoe County,39.6467,-105.007278
Licensing,,Pet Animal Small Shelter,Soul Dog Rescue,4725 S Kalamath St,Fort Lupton,Co,80110,Weld,39.6467,-105.007278
2022,,,Soul Dogs Inc.,,,,,,,
2023,,Pet Animal Small Rescue,"Soul Dogs, Inc",,Westminster,Co,,Jefferson,,
Licensing,,Pet Animal Small Rescue,"Soul Dogs, Inc",,Westminster,Co,,Jefferson,,
2011,6399,,South East Colorado Rescue Effort,15215 Cr E 25,Ordway,Co,81063.0,,,
2012,6399.0,,South East Colorado Rescue Effort,15215 Cr E 25,Ordway,Co,81063.0,,,
2016,,,Southern CO Animal Rescue DBA Black Forest Animal Sancutary,,Black Forest,,80908,El Paso County,39.012834,-104.700525
2015,,,Southern Colorado Animal Rescue DBA Black Forest Animal Sanctuary,16750 Thompson Road,,,80908,El Paso County,,
2022,,,Southern Colorado Spay & Neuter Coalition,,,,,,,
Licensing,,Pet Animal Small Shelter,Southern Colorado Spay Neuter Association,,Pueblo,Co,,Pueblo,,
2015,,,Southern Colorado Spay and Neuter Association,1700 S Prairie Ave,Pueblo,,81005,Pueblo County,38.265425,-104.610415
2016,,,Southern Colorado Spay and Neuter Association,1700 S Prairie Ave,Pueblo,,81005,Pueblo County,38.265425,-104.610415
2018,,,Southern Colorado Spay and Neuter Association,1700 S Prairie Ave,Pueblo,,81005,Pueblo County,38.265425,-104.610415
2020,,,Southern Colorado Spay and Neuter Association,1700 S Prairie Ave,Pueblo,,81005,Pueblo County,38.265425,-104.610415
2021,,,Southern Colorado Spay and Neuter Association,1700 S Prairie Ave,Pueblo,,81005,Pueblo County,38.265425,-104.610415
2023,,,Southern Colorado Spay and Neuter Association,1700 S Prairie Ave,Pueblo,,81005,Pueblo County,38.265425,-104.610415
2014,,,Southern Colorado Spay-Neuter Association,1700 S Prairie Ave,Pueblo ,,81005,Pueblo County,38.239042,-104.643693
2017,,,Southern Colorado Spay-Neuter Association,1700 S Prairie Ave,Pueblo,,81005,Pueblo County,38.221559,-104.745784
2019,,,Southern Colorado Spay-Neuter Association,1700 S Prairie Ave,Pueblo,,81005,Pueblo County,38.221559,-104.745784
2007,2494.0,,Southern Colorado Spay-Neuter Clinic,1700 So Prairie Ave,Pueblo,Co,81005.0,,,
2008,5885,,Southern Colorado Spay-Neuter Clinic,1700 S. Prairie Ave.,Pueblo,Co,81005.0,,,
2009,5885,,Southern Colorado Spay-Neuter Clinic,1700 S. Prairie Ave.,Pueblo,Co,81005.0,,,
2010,5885,,Southern Colorado Spay-Neuter Clinic,1700 S. Prairie Ave.,Pueblo,Co,81005.0,,,
2011,5885,,Southern Colorado Spay-Neuter Clinic,1700 S. Prairie Ave.,Pueblo,Co,81005.0,,,
2012,5885.0,,Southern Colorado Spay-Neuter Clinic,1700 S. Prairie Ave.,Pueblo,Co,81005.0,,,
2013,5885,,Southern Colorado Spay-Neuter Clinic,1700 S. Prairie Ave.,Pueblo,Co,81005.0,,,
2019,,,Southern Mutts Rescue,,,,,,,
2017,,,"Southern Mutts Rescue, Inc.",,Longmont,,80503,Larimer County,40.157538,-105.185328
2018,,,"Southern Mutts Rescue, Inc.",,Longmont,,80503,Larimer County,40.157538,-105.185328
2020,,,"Southern Mutts Rescue, Inc.",,Longmont,,80503,Larimer County,40.157538,-105.185328
Licensing,,Pet Animal Small Rescue,Southwest English Setter Rescue Inc,,Loveland,Co,,Larimer,,
2007,4924.0,,Spa 4 Paws,"328 S. Link Lane, #2B",Fort Collins,Co,80524.0,,,
Licensing,,Pet Animal Small Rescue,Spcai,,Aurora,Co,,Arapahoe,,
Licensing,,Pet Animal Small Rescue,Special Needs Animal Rescue League,,Thornton,Co,,Adams,,
2023,,,Special Needs Animal Rescue League- SNA,,,,,,,
2023,,,Spirit Keeper Animal Sanctuary,,,,,,,
Licensing,,Pet Animal Sanctuary,Spirit Keeper Equine Sanctuary,,Yoder,Co,,El Paso,,
2017,,,Springer Spaniel Rescue Inc,,Berthoud,,80513,Larimer County,40.298463,-105.106736
2018,,,Springer Spaniel Rescue Inc,,Berthoud,,80513,Larimer County,40.298463,-105.106736
2019,,,Springer Spaniel Rescue Inc,,Berthoud,,80513,Larimer County,40.298463,-105.106736
2020,,,Springer Spaniel Rescue Inc,,Berthoud,,80513,Larimer County,40.298463,-105.106736
2021,,,Springer Spaniel Rescue Inc,,Berthoud,,80513,Larimer County,40.298463,-105.106736
2022,,,Springer Spaniel Rescue Inc,,Berthoud,,80513,Larimer County,40.298463,-105.106736
2023,,Pet Animal Small Rescue,"Springer Spaniel Rescue, Inc",,Morrison,Co,,Jefferson,,
Licensing,,Pet Animal Small Rescue,"Springer Spaniel Rescue, Inc",,Morrison,Co,,Jefferson,,
2020,,,Springfield,,,,,,,
2012,540.0,,St Francis Hotel for Pets Boarding Kennel,14851 Cr G,Cortez,Co,81321.0,,,
2013,540,,St Francis Hotel for Pets Boarding Kennel,14851 Cr G,Cortez,Co,81321.0,,,
Licensing,,Pet Animal Sanctuary,Stacy Marie Rochelle,,De Beque,Co,,Mesa,,
2022,,,Stacy Rochelle,,,,,,,
2023,,,Stacy Rochelle,,,,,,,
Licensing,,Pet Animal Small Rescue,Stay Animal Rescue,,Lakewood,Co,,Jefferson,,
2018,,,Steel City Alley Cats Coalition,,,,,Pueblo County,,
2020,,,Sterling Ranch Specialty Shelter,,,,,,,
2021,,,Sterling Ranch Specialty Shelter,,,,,,,
2022,,,Steven J Bentley Homeward Bound Facility,,,,,,,
2020,,,Stray and Orphaned Animal Rescue,,,,,,,
2021,,,Stray and Orphaned Animal Rescue,,,,,,,
2022,,,Stray and Orphaned Animal Rescue,,,,,,,
Licensing,,Pet Animal Small Rescue,Stray and Orphaned Animal Rescue SOAR,,Denver,Co,,Denver,,
2007,2676.0,,Summerland Farm Animal Shelter,2683 County Rd. H-1,Egnar,Co,81325.0,,,
2008,2676,,Summerland Farm Animal Shelter,2683 County Rd. H-1,Egnar,Co,81325.0,,,
2009,2676,,Summerland Farm Animal Shelter,2683 County Rd. H-1,Egnar,Co,81325.0,,,
2010,2676,,Summerland Farm Animal Shelter,2683 County Rd. H-1,Egnar,Co,81325.0,,,
2011,2676,,Summerland Farm Animal Shelter,2683 County Rd. H-1,Egnar,Co,81325.0,,,
2012,2676.0,,Summerland Farm Animal Shelter,2683 County Rd. H-1,Egnar,Co,81325.0,,,
2018,,Pet Animal Small Shelter,Summit County Animal Control,,Frisco,Co,,Summit County,,
2020,,Pet Animal Small Shelter,Summit County Animal Control,,Frisco,Co,,Summit County,,
2021,,Pet Animal Small Shelter,Summit County Animal Control,,Frisco,Co,,Summit County,,
2022,,Pet Animal Small Shelter,Summit County Animal Control,,Frisco,Co,,Summit County,,
2023,,Pet Animal Small Shelter,Summit County Animal Control,,Frisco,Co,,Summit County,,
Licensing,,Pet Animal Small Shelter,Summit County Animal Control,,Frisco,Co,,Summit,,
2014,,,Summit County Animal Control and Shelter,PO Box 5225,Frisco ,,80443,Summit County,39.533112,-106.137393
2015,,,Summit County Animal Control and Shelter,0058 Nancy's Place,Frisco ,,80443,Summit County,39.533112,-106.137393
2017,,,Summit County Animal Control and Shelter,0058 Nancy's Place,Frisco,,80443,Summit County,39.533112,-106.137393
2019,,,Summit County Animal Control and Shelter,0058 Nancy's Place,Frisco,,80443,Summit County,39.533112,-106.137393
2007,32.0,,Summit County Animal Shelter,0191 Scr 1004,Frisco,Co,80443.0,,,
2008,32,,Summit County Animal Shelter,0191 Scr 1004,Frisco,Co,80443.0,,,
2009,32,,Summit County Animal Shelter,0191 Scr 1004,Frisco,Co,80443.0,,,
2010,32,,Summit County Animal Shelter,0058 Nancy'S Place,Frisco,Co,80443.0,,,
2011,32,,Summit County Animal Shelter,0191 Scr 1004,Frisco,Co,80443.0,,,
2012,32.0,,Summit County Animal Shelter,0191 Scr 1004,Frisco,Co,80443.0,,,
2013,32,,Summit County Animal Shelter,0191 Scr 1004,Frisco,Co,80443.0,,,
2012,7097.0,Pet Animal Small Rescue,Summit Dog Rescue,1916 Spruce St,Boulder,Co,80302.0,Larimer County,40.306468,-105.142341
2013,7097,Pet Animal Small Rescue,Summit Dog Rescue,1916 Spruce St,Boulder,Co,80302.0,Larimer County,40.306468,-105.142341
2014,7097,Pet Animal Small Rescue,Summit Dog Rescue,730 Sunbird Ln,Berthoud ,Co,80513,Larimer County,40.306468,-105.142341
2015,7097,Pet Animal Small Rescue,Summit Dog Rescue,1527 Sumac Avenue,Berthoud ,Co,80304,Boulder County,40.306468,-105.142341
2016,7097,Pet Animal Small Rescue,Summit Dog Rescue,1527 Sumac Avenue,Boulder,Co,80304,Boulder County,40.015831,-105.27927
2017,7097,Pet Animal Small Rescue,Summit Dog Rescue,1527 Sumac Avenue,Boulder,Co,80304,Boulder County,40.041821,-105.281847
2018,7097,Pet Animal Small Rescue,Summit Dog Rescue,1527 Sumac Avenue,Boulder,Co,80304,Boulder County,40.041821,-105.281847
2019,7097,Pet Animal Small Rescue,Summit Dog Rescue,1527 Sumac Avenue,Boulder,Co,80304,Boulder County,40.041821,-105.281847
2020,7097,Pet Animal Small Rescue,Summit Dog Rescue,1527 Sumac Avenue,Boulder,Co,80304,Boulder County,40.041821,-105.281847
2022,7097,Pet Animal Small Rescue,Summit Dog Rescue,1527 Sumac Avenue,Boulder,Co,80304,Boulder County,40.041821,-105.281847
2023,7097,Pet Animal Small Rescue,Summit Dog Rescue,1527 Sumac Avenue,Boulder,Co,80304,Boulder County,40.041821,-105.281847
Licensing,7097,Pet Animal Small Rescue,Summit Dog Rescue,1527 Sumac Avenue,Boulder,Co,80304,Boulder,40.041821,-105.281847
2021,,,Summit dog rescue,,,,,,,
2007,1206.0,,Sunrise Kennels & Dog Training Center,6580 N. Vincent Dr.,Colorado Springs,Co,80918.0,,,
2022,,Pet Animal Small Rescue,Sunrise Service Dogs,,Colorado Springs,Co,,El Paso,,
2023,,Pet Animal Small Rescue,Sunrise Service Dogs,,Colorado Springs,Co,,El Paso,,
Licensing,,Pet Animal Small Rescue,Sunrise Service Dogs,,Colorado Springs,Co,,El Paso,,
2015,,,Sunshine Canyon Dog Rescue,4605 Moorhead,Denver,,80305,Boulder County,39.738453,-104.984853
2016,,,Sunshine Canyon Dog Rescue,4605 Moorhead,Denver,,80210,Denver County,39.738453,-104.984853
2019,,,Sunshine Canyon Dog Rescue,4605 Moorhead,Denver,,80210,Denver County,39.738453,-104.984853
2020,,,Sunshine Canyon Dog Rescue,4605 Moorhead,Denver,,80210,Denver County,39.738453,-104.984853
2022,,,Sunshine Canyon Dog Rescue,4605 Moorhead,Denver,,80210,Denver County,39.738453,-104.984853
2018,,,Sunshine Canyon Dog Rescue ,,,,,Denver County,,
2019,,Pet Animal Small Shelter,Surface Creek Animal Shelter,,Cedaredge,Co,,Delta,,
2020,,Pet Animal Small Shelter,Surface Creek Animal Shelter,,Cedaredge,Co,,Delta,,
2021,,Pet Animal Small Shelter,Surface Creek Animal Shelter,,Cedaredge,Co,,Delta,,
2022,,Pet Animal Small Shelter,Surface Creek Animal Shelter,,Cedaredge,Co,,Delta,,
2023,,Pet Animal Small Shelter,Surface Creek Animal Shelter,,Cedaredge,Co,,Delta,,
Licensing,,Pet Animal Small Shelter,Surface Creek Animal Shelter,,Cedaredge,Co,,Delta,,
2014,,,Surface Creek Shelter,265 SE High Country Ave,Cedaredge ,,81413,Delta County,38.900738,-107.923767
2015,,,Surface Creek Shelter,265 SE High Country Avenue,Cedaredge ,,81413,Delta County,38.900738,-107.923767
2016,,,Surface Creek Shelter,265 SE High Country Avenue,Cedaredge,,81413,Delta County,38.900738,-107.923767
2014,,,Swar,2950 S Delaware St,Englewood ,,80110,Arapahoe County,39.663089,-104.992311
Licensing,,Pet Animal Small Rescue,"SweetBlu Rescue, LLC",,Denver,Co,,Denver,,
2018,,,TAGG Rescue Inc,,,,,El Paso County,,
2020,,,TCRAS: Teller County Regional Animal Shelter,,,,,,,
2021,,,TCRAS: Teller County Regional Animal Shelter,,,,,,,
2022,,,TCRAS: Teller County Regional Animal Shelter,,,,,,,
2007,13.0,,Table Mountain Animal Center & Foundation,4105 Youngfield Service Rd.,Golden,Co,80401.0,,,
2008,13,,Table Mountain Animal Center & Foundation,4105 Youngfield Service Rd.,Golden,Co,80401.0,,,
2009,13,,Table Mountain Animal Center & Foundation,4105 Youngfield Service Rd.,Golden,Co,80401.0,,,
2020,,,Tammy Swanson,,,,,,,
2022,,,Tammy Swanson,,,,,,,
2023,,,Tammy Swanson,,,,,,,
2019,,,Taysia Blue Rescue,,,,,,,
2020,,,Taysia Blue Rescue,,,,,,,
2021,,,Taysia Blue Rescue,,,,,,,
2022,,,Taysia Blue Rescue,,,,,,,
2023,,,Taysia Blue Siberian Husky Rescue,,,,,,,
2018,,,Taysia Blue Siberian Husky Rescue Nebraska,,,,,El Paso County,,
Licensing,,Pet Animal Small Rescue,Taysia Blue Siberian Husky Rescue in Nebraska,,Colorado Springs,Co,,El Paso,,
2018,,Pet Animal Small Rescue,Team Leo Animal Rescue,,Avon,Co,,Eagle County,,
2019,,Pet Animal Small Rescue,Team Leo Animal Rescue,,Avon,Co,,Eagle County,,
2020,,Pet Animal Small Rescue,Team Leo Animal Rescue,,Avon,Co,,Eagle County,,
2021,,Pet Animal Small Rescue,Team Leo Animal Rescue,,Avon,Co,,Eagle County,,
2022,,Pet Animal Small Rescue,Team Leo Animal Rescue,,Avon,Co,,Eagle County,,
2023,,Pet Animal Small Rescue,Team Leo Animal Rescue,,Avon,Co,,Eagle County,,
Licensing,,Pet Animal Small Rescue,Team Leo Animal Rescue,,Avon,Co,,Eagle,,
2007,1997.0,Pet Animal Small Rescue,Teller County Regional Animal Shelter,308 Weaverville Rd.,Divide,Co,80814.0,Teller County,45.751099,-112.746399
2008,1997,Pet Animal Small Rescue,Teller County Regional Animal Shelter,308 Weaverville Rd.,Divide,Co,80814.0,Teller County,45.751099,-112.746399
2009,1997,Pet Animal Small Rescue,Teller County Regional Animal Shelter,308 Weaverville Rd.,Divide,Co,80814.0,Teller County,45.751099,-112.746399
2010,1997,Pet Animal Small Rescue,Teller County Regional Animal Shelter,308 Weaverville Rd.,Divide,Co,80814.0,Teller County,45.751099,-112.746399
2011,1997,Pet Animal Small Rescue,Teller County Regional Animal Shelter,308 Weaverville Rd.,Divide,Co,80814.0,Teller County,45.751099,-112.746399
2012,1997.0,Pet Animal Small Rescue,Teller County Regional Animal Shelter,308 Weaverville Rd.,Divide,Co,80814.0,Teller County,45.751099,-112.746399
2013,1997,Pet Animal Small Rescue,Teller County Regional Animal Shelter,308 Weaverville Rd.,Divide,Co,80814.0,Teller County,45.751099,-112.746399
2014,1997,Pet Animal Small Rescue,Teller County Regional Animal Shelter,308 Weaverville Rd,Divide ,Co,80814,Teller County,45.751099,-112.746399
2015,1997,Pet Animal Small Rescue,Teller County Regional Animal Shelter,308 Weaverville Rd,Divide ,Co,80814,Teller County,45.751099,-112.746399
2016,1997,Pet Animal Small Rescue,Teller County Regional Animal Shelter,308 Weaverville Rd,Divide,Co,80814,Teller County,45.751099,-112.746399
2017,1997,Pet Animal Small Rescue,Teller County Regional Animal Shelter,308 Weaverville Rd,Divide,Co,80814,Teller County,38.956809,-105.183038
2019,1997,Pet Animal Small Rescue,Teller County Regional Animal Shelter,308 Weaverville Rd,Divide,Co,80814,Teller County,38.956809,-105.183038
2023,1997,Pet Animal Small Rescue,Teller County Regional Animal Shelter,308 Weaverville Rd,Divide,Co,80814,Teller County,38.956809,-105.183038
Licensing,1997,Pet Animal Small Rescue,Teller County Regional Animal Shelter,308 Weaverville Rd,Woodland Park,Co,80814,Teller,38.956809,-105.183038
2018,,Pet Animal Small Shelter,"Teller County Regional Animal Shelter, Inc.",,Divide,Co,,Teller County,,
Licensing,,Pet Animal Small Shelter,"Teller County Regional Animal Shelter, Inc.",,Divide,Co,,Teller,,
2019,,Pet Animal Small Rescue,Telluride Humane Society,,Ophir,Co,,San Miguel,,
2020,,Pet Animal Small Rescue,Telluride Humane Society,,Ophir,Co,,San Miguel,,
2021,,Pet Animal Small Rescue,Telluride Humane Society,,Ophir,Co,,San Miguel,,
2022,,Pet Animal Small Rescue,Telluride Humane Society,,Ophir,Co,,San Miguel,,
2023,,Pet Animal Small Rescue,Telluride Humane Society,,Ophir,Co,,San Miguel,,
Licensing,,Pet Animal Small Rescue,Telluride Humane Society,,Ophir,Co,,San Miguel,,
2011,1506,,"Tenaker Pet Care Center, Inc.",895 Laredo,Aurora,Co,80011.0,,,
2012,1506.0,,"Tenaker Pet Care Center, Inc.",895 Laredo,Aurora,Co,80011.0,,,
2013,1506,,"Tenaker Pet Care Center, Inc.",895 Laredo,Aurora,Co,80011.0,,,
2018,,,The Animal Assistance League and Sanctuary,,,,,Delta County,,
2016,,,The Animal Debt Project,,Wellington,,80549,Weld County,34.85615,-100.214209
2017,,,The Animal Debt Project,,Wellington,,80549,Washington County,40.766177,-105.02968
2020,,,The Animal Debt Project,,Wellington,,80549,Washington County,40.766177,-105.02968
2022,,,The Animal Debt Project,,Wellington,,80549,Washington County,40.766177,-105.02968
2018,,,"The Animal Debt Project, Inc.",,,,,Weld County,,
2019,,,"The Animal Debt Project, Inc.",,,,,Weld County,,
2019,,Pet Animal Small Shelter,The Animal Hospital of Telluride,,Telluride,Co,,San Miguel,,
Licensing,,Pet Animal Small Shelter,The Animal Hospital of Telluride,,Telluride,Co,,San Miguel,,
2017,,,The Animal Interest League and Sanctuary,,Delta,,81416,Delta County,38.736655,-108.099446
2018,,,The Animal Interest League and Sanctuary,,Delta,,81416,Delta County,38.736655,-108.099446
2019,,,The Animal Interest League and Sanctuary,,Delta,,81416,Delta County,38.736655,-108.099446
2018,,,The Animal Rescue Colorado,,,,,Boulder County,,
2023,,Pet Animal Small Rescue,The Biscuit Factory,,Colorado Springs,Co,,El Paso,,
Licensing,,Pet Animal Small Rescue,The Biscuit Factory,,Colorado Springs,Co,,El Paso,,
2016,,,The Denver Dumb Friends League,,Denver,,80231,Denver County,39.738453,-104.984853
2017,,,The Denver Dumb Friends League,,Denver,,80231,Denver County,39.670026,-104.888991
2018,,,The Denver Dumb Friends League,,Denver,,80231,Denver County,39.670026,-104.888991
2020,,,The Denver Dumb Friends League,,Denver,,80231,Denver County,39.670026,-104.888991
2020,,,The Dog Ranch,,,,,,,
2021,,,The Dog Ranch,,,,,,,
2022,,,The Dog Ranch,,,,,,,
2015,,,The Dumb Friends League Buddy Center,4556 Castleton Ct,,,80104,Douglas County,,
2018,,Pet Animal Large Rescue,The Feline Fix,,Commerce City,Co,,Adams County,,
2019,,Pet Animal Large Rescue,The Feline Fix,,Commerce City,Co,,Adams County,,
2020,,Pet Animal Large Rescue,The Feline Fix,,Commerce City,Co,,Adams County,,
2021,,Pet Animal Large Rescue,The Feline Fix,,Commerce City,Co,,Adams County,,
2022,,Pet Animal Large Rescue,The Feline Fix,,Commerce City,Co,,Adams County,,
2023,,Pet Animal Large Rescue,The Feline Fix,,Commerce City,Co,,Adams County,,
Licensing,,Pet Animal Large Rescue,The Feline Fix,,Commerce City,Co,,Adams,,
2014,,,"The Flash & Thelma Memorial Hedgehog Rescue, Inc",62 Aztec Cir,Divide ,,80814,Teller County,38.988425,-105.140404
2020,,,The Forgotten Bull Terriers,,,,,,,
2021,,,The Forgotten Bull Terriers,,,,,,,
2022,,,The Forgotten Bull Terriers,,,,,,,
2015,,Pet Animal Small Shelter,The Gabriel Foundation,39520 County road 13,Elizabeth,Co,80107,Elbert County,40.661927,-74.211653
2015,,Pet Animal Small Shelter,The Gabriel Foundation,1025 Acoma St,Elizabeth,Co,80204,Denver County,40.661927,-74.211653
2016,,Pet Animal Small Shelter,The Gabriel Foundation,1025 Acoma St,Elizabeth,Co,80107,Elbert County,40.661927,-74.211653
2017,,Pet Animal Small Shelter,The Gabriel Foundation,1025 Acoma St,Elizabeth,Co,80107,Elbert County,39.403175,-104.584086
2018,,Pet Animal Small Shelter,The Gabriel Foundation,1025 Acoma St,Elizabeth,Co,80107,Elbert County,39.403175,-104.584086
2019,,Pet Animal Small Shelter,The Gabriel Foundation,1025 Acoma St,Elizabeth,Co,80107,Elbert County,39.403175,-104.584086
2020,,Pet Animal Small Shelter,The Gabriel Foundation,1025 Acoma St,Elizabeth,Co,80107,Elbert County,39.403175,-104.584086
2021,,Pet Animal Small Shelter,The Gabriel Foundation,1025 Acoma St,Elizabeth,Co,80107,Elbert County,39.403175,-104.584086
2022,,Pet Animal Small Shelter,The Gabriel Foundation,1025 Acoma St,Elizabeth,Co,80107,Elbert County,39.403175,-104.584086
2023,,Pet Animal Small Shelter,The Gabriel Foundation,1025 Acoma St,Elizabeth,Co,80107,Elbert County,39.403175,-104.584086
Licensing,,Pet Animal Small Shelter,The Gabriel Foundation,1025 Acoma St,Elizabeth,Co,80107,Elbert,39.403175,-104.584086
2014,,,The Gabriel Foundation Aviary & Adoption Center,39520 County Rd 13,Elizabeth ,,80107,Elbert County,39.437275,-104.606311
2014,,,"The Gabriel Foundation, The Birdbrain",1025 Acoma St,Denver ,,80204,Denver County,39.732597,-104.988853
2010,5254,,The Gabrriel Foundation,1025 Acoma St.,Denver,Co,80204.0,,,
2018,,,The Good Dog Rescue,,,,,Adams County,,
2021,,,The Good Dog Rescue,,,,,Adams County,,
2023,,,The Good Dog Rescue,,,,,Adams County,,
2017,,Pet Animal Large Rescue,"The Good Dog Rescue, LLC",,Thornton,Co,80233,Adams County,39.900804,-104.951878
2019,,Pet Animal Large Rescue,"The Good Dog Rescue, LLC",,Thornton,Co,80233,Adams County,39.900804,-104.951878
2020,,Pet Animal Large Rescue,"The Good Dog Rescue, LLC",,Thornton,Co,80233,Adams County,39.900804,-104.951878
